 00191,870   37                                                        9615
 00191,889   37                                                        9615
 00191,908   37                                                        9615
 00191,926   37                                                        9615
 00191,944   37                                                        9615
 00191,963   37                                                        9615
 00191,982   37                                                        9615
 00192,000   37                                                        9615
 00192,019   37                                                        9615
 00192,037   37                                                        9615
 00192,056   37                                                        9615
 00192,074   37                                                        9615
 00192,093   37                                                        9615
 00192,111   37                                                        9615
 00192,130   37                                                        9615
 00192,148   37                                                        9615
 00192,167   37                                                        9615
 00192,186   37                                                        9615
 00192,204   37                                                        9615
 00192,223   37                                                        9615
 00192,242   37                                                        9615
 00192,260   37                                                        9615
 00192,279   37                                                        9615
 00192,347   F5  00  00  00  00  00  00  00  00      FF     classic    9615
 00192,366   00                                                        9597
 00000,000   00                                                        9597
 
 
 
 
 
 
 
