 00152,684   F0  8D  1D  85  C0  0B  CE  AC  04      84     classic    9597
 00152,702   3C  10  00  00  00  00  00  00  00      EF     classic    9615
 00152,720   3C  10  00  00  00  00  00  00  00      EF     classic    9615
 00152,734   B1  0E  04  FD  C9  A3  60  00  04      1E     classic    9615
 00152,753   F0  8D  1D  85  C0  0B  CE  AC  04      84     classic    9615
 00152,771   3C  3E  00  00  00  00  00  00  00      C1     classic    9615
 00152,790   3C  3E  00  00  00  00  00  00  00      C1     classic    9615
 00152,814   B1  0D  00  79  B4  C1  70  00  05      8D     classic    9615
 00152,832   F0  DC  E3  09  55  55  33  26  05      2D     classic    9615
 00152,850   3C  5D  00  00  00  00  00  00  00      A2     classic    9615
 00152,869   3C  7D  00  00  00  9E  C4  BC  0F      53     classic    9615
 00152,883   3C  7D  00  00  00  9E  C4  BC  0F      53     classic    9615
 00152,902   3C  7D  00  00  00  9E  C4  BC  0F      53     classic    9615
 00152,920   3C  3D  BD  6C  E0  9E  C4  BC  0F      88     classic    9615
 00152,939   3C  3D  BD  6C  E0  9E  C4  BC  0F      88     classic    9615
 00152,977   37                                                        9615
 00152,996   37                                                        9615
 00153,015   37                                                        9615
 00153,033   37                                                        9615
 00153,052   37                                                        9615
 00153,070   37                                                        9615
 00153,089   37                                                        9615
 00153,108   37                                                        9615
 00153,127   37                                                        9615
 00153,146   37                                                        9615
 00153,164   37                                                        9615
 00153,183   37                                                        9615
 00153,201   37                                                        9615
 00153,220   37                                                        9615
 00153,239   37                                                        9615
 00153,257   37                                                        9615
 00153,276   37                                                        9615
 00153,294   37                                                        9615
 00153,313   37                                                        9615
 00153,332   37                                                        9615
 00153,351   37                                                        9615
 00153,369   37                                                        9615
 00153,388   37                                                        9615
 00153,407   37                                                        9615
 00153,425   37                                                        9615
 00153,444   37                                                        9615
 00153,463   37                                                        9615
 00153,481   37                                                        9615
 00153,500   37                                                        9615
 00153,519   37                                                        9615
 00153,537   37                                                        9615
 00153,556   37                                                        9615
 00153,574   37                                                        9615
 00153,593   37                                                        9615
 00153,612   37                                                        9615
 00153,630   37                                                        9615
 00153,649   37                                                        9615
 00153,668   37                                                        9615
 00153,686   37                                                        9615
 00153,705   37                                                        9615
 00153,724   37                                                        9615
 00153,742   37                                                        9615
 00153,760   37                                                        9615
 00153,779   37                                                        9615
 00153,798   37                                                        9615
 00153,816   37                                                        9615
 00153,835   37                                                        9615
 00153,854   37                                                        9615
 00153,872   37                                                        9615
 00153,891   37                                                        9615
 00153,910   37                                                        9615
 00153,995   00                                                        9597
 00154,010   37                                                        9615
 00154,028   37                                                        9615
 00154,047   37                                                        9615
 00154,066   37                                                        9615
 00154,084   37                                                        9615
 00154,103   37                                                        9615
 00154,121   37                                                        9615
 00154,140   37                                                        9615
 00154,159   37                                                        9615
 00154,177   37                                                        9615
 00154,196   37                                                        9615
 00154,214   37                                                        9615
 00154,233   37                                                        9615
 00154,252   37                                                        9615
 00154,271   37                                                        9597
 00154,289   37                                                        9615
 00154,308   37                                                        9615
 00154,326   37                                                        9615
 00154,344   37                                                        9615
 00154,363   37                                                        9615
 00154,382   37                                                        9615
 00154,401   37                                                        9615
 00154,419   37                                                        9615
 00154,438   37                                                        9615
 00154,456   37                                                        9615
 00154,475   37                                                        9615
 00154,493   37                                                        9615
 00154,512   37                                                        9615
 00154,531   37                                                        9615
 00154,549   37                                                        9615
 00154,568   37                                                        9615
 00154,587   37                                                        9615
 00154,606   37                                                        9615
 00154,624   37                                                        9615
 00154,642   37                                                        9615
 00154,661   37                                                        9615
 00154,680   37                                                        9597
 00154,699   37                                                        9615
 00154,717   37                                                        9615
 00154,736   37                                                        9615
 00154,755   37                                                        9615
 00154,773   37                                                        9615
 00154,792   37                                                        9615
 00154,810   37                                                        9597
 00154,829   37                                                        9615
 00154,848   37                                                        9615
 00154,866   37                                                        9615
 00154,885   37                                                        9615
 00154,903   37                                                        9615
 00154,922   37                                                        9615
 00154,941   37                                                        9615
 00155,414   00                                                        9597
 00189,323   FE                                                        9615
 00189,356   C1                                                        9615
 00189,365   C1                                                        9615
 00189,374   C1                                                        9615
 00189,382   C1                                                        9615
 00189,391   C1                                                        9615
 00189,400   C1                                                        9615
 00189,408   C1                                                        9615
 00189,417   C1                                                        9615
 00189,425   C1                                                        9615
 00189,434   C1                                                        9597
 00189,443   C1                                                        9615
 00189,451   C1                                                        9615
 00189,460   C1                                                        9615
 00189,468   C1                                                        9615
 00189,477   C1                                                        9615
 00189,485   C1                                                        9615
 00189,494   C1                                                        9615
 00189,503   C1                                                        9597
 00189,511   C1                                                        9615
 00189,520   C1                                                        9615
 00189,528   C1                                                        9615
 00189,537   C1                                                        9615
 00189,546   C1                                                        9615
 00189,554   C1                                                        9615
 00189,563   C1                                                        9615
 00189,571   C1                                                        9615
 00189,580   C1                                                        9615
 00189,589   C1                                                        9615
 00189,598   C1                                                        9615
 00189,606   C1                                                        9615
 00189,615   C1                                                        9615
 00189,623   C1                                                        9615
 00189,632   C1                                                        9615
 00189,641   C1                                                        9615
 00189,649   C1                                                        9615
 00189,658   C1                                                        9615
 00189,666   C1                                                        9615
 00189,675   C1                                                        9615
 00189,684   C1                                                        9615
 00189,692   C1                                                        9615
 00189,701   C1                                                        9615
 00189,710   C1                                                        9615
 00189,718   C1                                                        9615
 00189,726   C1                                                        9615
 00189,735   C1                                                        9615
 00189,744   C1                                                        9615
 00189,753   C1                                                        9615
 00189,762   C1                                                        9615
 00189,770   C1                                                        9615
 00189,779   C1                                                        9615
 00189,787   C1                                                        9615
 00189,796   C1                                                        9615
 00189,805   C1                                                        9615
 00189,814   C1                                                        9615
 00189,822   C1                                                        9615
 00189,831   C1                                                        9615
 00189,840   C1                                                        9615
 00189,848   C1                                                        9615
 00189,856   C1                                                        9615
 00189,865   C1                                                        9615
 00189,873   C1                                                        9615
 00189,882   C1                                                        9615
 00189,890   C1                                                        9615
 00189,899   C1                                                        9615
 00189,908   C1                                                        9615
 00189,917   C1                                                        9615
 00189,925   C1                                                        9615
 00189,934   C1                                                        9615
 00189,942   C1                                                        9615
 00189,951   C1                                                        9615
 00189,960   C1                                                        9615
 00189,968   C1                                                        9615
 00189,977   C1                                                        9615
 00189,985   C1                                                        9615
 00189,994   C1                                                        9615
 00190,003   C1                                                        9615
 00190,011   C1                                                        9615
 00190,020   C1                                                        9615
 00190,029   C1                                                        9615
 00190,038   C1                                                        9615
 00190,046   C1                                                        9615
 00190,055   C1                                                        9615
 00190,063   C1                                                        9615
 00190,072   C1                                                        9615
 00190,081   C1                                                        9615
 00190,090   C1                                                        9615
 00190,098   C1                                                        9615
 00190,107   C1                                                        9615
 00190,115   C1                                                        9615
 00190,124   C1                                                        9615
 00190,133   C1                                                        9615
 00190,141   C1                                                        9615
 00190,150   C1                                                        9615
 00190,158   C1                                                        9615
 00190,167   C1                                                        9615
 00190,175   C1                                                        9615
 00190,184   C1                                                        9615
 00190,192   C1                                                        9615
 00190,201   C1                                                        9615
 00190,209   C1                                                        9615
 00190,218   C1                                                        9615
 00190,303   00                                                        9597
 00190,319   37                                                        9615
 00190,337   37                                                        9615
 00190,356   37                                                        9615
 00190,375   37                                                        9615
 00190,393   37                                                        9615
 00190,412   37                                                        9615
 00190,430   37                                                        9615
 00190,449   37                                                        9615
 00190,468   37                                                        9615
 00190,486   37                                                        9615
 00190,505   37                                                        9597
 00190,524   37                                                        9615
 00190,542   37                                                        9615
 00190,561   37                                                        9615
 00190,580   37                                                        9615
 00190,598   37                                                        9615
 00190,617   37                                                        9615
 00190,635   37                                                        9615
 00190,654   37                                                        9615
 00190,672   37                                                        9615
 00190,691   37                                                        9615
 00190,710   37                                                        9615
 00190,728   37                                                        9615
 00190,747   37                                                        9615
 00190,765   37                                                        9615
 00190,784   37                                                        9615
 00190,802   37                                                        9615
 00190,821   37                                                        9615
 00190,840   37                                                        9615
 00190,858   37                                                        9615
 00190,876   37                                                        9615
 00190,895   37                                                        9615
 00190,914   37                                                        9615
 00190,933   37                                                        9615
 00190,951   37                                                        9615
 00190,970   37                                                        9615
 00190,988   37                                                        9615
 00191,007   37                                                        9615
 00191,026   37                                                        9615
 00191,044   37                                                        9615
 00191,063   37                                                        9615
 00191,082   37                                                        9615
 00191,100   37                                                        9615
 00191,119   37                                                        9615
 00191,137   37                                                        9615
 00191,156   37                                                        9615
 00191,175   37                                                        9615
 00191,193   37                                                        9615
 00191,212   37                                                        9615
 00191,230   37                                                        9615
 00191,249   37                                                        9615
 00191,334   00                                                        9597
 00191,349   37                                                        9615
 00191,368   37                                                        9615
 00191,387   37                                                        9615
 00191,405   37                                                        9615
 00191,423   37                                                        9615
 00191,442   37                                                        9615
 00191,461   37                                                        9615
 00191,480   37                                                        9615
 00191,499   37                                                        9615
 00191,517   37                                                        9615
 00191,536   37                                                        9615
 00191,555   37                                                        9615
 00191,573   37                                                        9615
 00191,592   37                                                        9615
 00191,611   37                                                        9615
 00191,629   37                                                        9615
 00191,648   37                                                        9615
 00191,667   37                                                        9615
 00191,686   37                                                        9615
 00191,704   37                                                        9615
 00191,723   37                                                        9615
 00191,741   37                                                        9615
 00191,760   37                                                        9615
 00191,778   37                                                        9615
 00191,797   37                                                        9615
 00191,815   37                                                        9615
 00191,834   37                                                        9615
 00191,852   37                                                        9615
